Species Name,State,Year,Poaching Incidents,Reason for Poaching,Conservation Status,Crime Report Date,Crime Type,Arrests Made,Case Status,Seized Items,Crimes Reported Per Year
Indian Leopard,Karnataka,2022.0,7.0,Traditional Medicine,Vulnerable,16-02-2021,Smuggling,5.0,Closed,Claws,99.0
Indian Elephant,Karnataka,2022.0,12.0,Trophy Hunting,Vulnerable,07-11-2021,Wildlife Trafficking,1.0,Open,Ivory,119.0
Bengal Tiger,Assam,,10.0,Skin Trade,Critically Endangered,21-12-2023,Wildlife Trafficking,1.0,Under Investigation,Claws,89.0
Indian Elephant,Assam,2023.0,1.0,Ivory Trade,Critically Endangered,26-10-2023,Poaching,10.0,Closed,Ivory,110.0
Pangolin,Madhya Pradesh,2023.0,5.0,Trophy Hunting,,25-10-2021,Illegal Trade,8.0,Under Investigation,Scales,71.0
Indian Leopard,Karnataka,2022.0,3.0,Bushmeat,Endangered,16-10-2020,Wildlife Trafficking,8.0,Closed,Skin,76.0
Indian Elephant,Madhya Pradesh,2023.0,6.0,Ivory Trade,Endangered,26-12-2023,Wildlife Trafficking,5.0,Open,Ivory,97.0
Indian Rhino,Rajasthan,2022.0,11.0,Skin Trade,Endangered,15-07-2023,Poaching,2.0,Open,Horn,54.0
Pangolin,Madhya Pradesh,,1.0,Ivory Trade,Vulnerable,30-05-2020,Illegal Trade,7.0,Open,Scales,108.0
Pangolin,Odisha,2022.0,3.0,Ivory Trade,Critically Endangered,02-07-2023,Illegal Trade,6.0,Under Investigation,Scales,81.0
Indian Elephant,Madhya Pradesh,2023.0,5.0,Ivory Trade,Vulnerable,08-10-2023,Wildlife Trafficking,7.0,Closed,Ivory,58.0
Indian Elephant,Odisha,2020.0,3.0,Traditional Medicine,Vulnerable,01-11-2023,Wildlife Trafficking,5.0,Under Investigation,Ivory,63.0
Indian Leopard,Odisha,2021.0,3.0,Ivory Trade,Vulnerable,04-05-2022,Poaching,6.0,Open,Skin,88.0
,Odisha,2020.0,6.0,Skin Trade,Critically Endangered,13-10-2023,Wildlife Trafficking,6.0,Closed,Skin,108.0
Indian Elephant,Rajasthan,,5.0,Traditional Medicine,Endangered,30-08-2021,Poaching,9.0,Under Investigation,Skin,107.0
Indian Elephant,Madhya Pradesh,2021.0,15.0,Skin Trade,Critically Endangered,04-01-2021,Illegal Trade,0.0,Open,Ivory,105.0
Indian Rhino,Madhya Pradesh,2022.0,16.0,Traditional Medicine,Critically Endangered,04-06-2023,Illegal Trade,2.0,Open,Horn,55.0
Pangolin,Rajasthan,2021.0,8.0,Ivory Trade,Vulnerable,05-12-2021,Illegal Trade,8.0,Under Investigation,Scales,142.0
Bengal Tiger,Karnataka,2020.0,3.0,Skin Trade,Vulnerable,19-08-2023,Illegal Trade,6.0,Under Investigation,Claws,98.0
,Assam,2020.0,7.0,Skin Trade,,05-04-2022,Poaching,5.0,Closed,Scales,118.0
Indian Leopard,Madhya Pradesh,2023.0,13.0,Skin Trade,Endangered,01-10-2022,Poaching,1.0,Open,Claws,83.0
Indian Leopard,Assam,2020.0,6.0,Skin Trade,Endangered,,Illegal Trade,5.0,Closed,Claws,131.0
Indian Elephant,Rajasthan,2023.0,3.0,Traditional Medicine,Endangered,11-01-2021,Poaching,10.0,Open,Skin,95.0
Indian Elephant,Karnataka,2021.0,16.0,Traditional Medicine,Critically Endangered,30-08-2022,Illegal Trade,0.0,Under Investigation,Skin,88.0
Indian Leopard,Karnataka,2020.0,13.0,Ivory Trade,Vulnerable,27-04-2020,Wildlife Trafficking,0.0,Open,Claws,114.0
Indian Elephant,Karnataka,2021.0,7.0,Ivory Trade,Critically Endangered,25-10-2022,Poaching,7.0,Under Investigation,Ivory,144.0
Bengal Tiger,Rajasthan,2020.0,20.0,Skin Trade,,19-03-2021,Poaching,1.0,Open,Claws,63.0
Indian Elephant,Odisha,,4.0,Traditional Medicine,Vulnerable,07-10-2023,Wildlife Trafficking,8.0,Open,Skin,149.0
,Odisha,2023.0,18.0,Skin Trade,Endangered,,Poaching,0.0,Open,Scales,116.0
Indian Elephant,Assam,2021.0,2.0,Skin Trade,Vulnerable,01-10-2021,Poaching,9.0,Under Investigation,Skin,98.0
Indian Rhino,Odisha,2020.0,1.0,Traditional Medicine,Vulnerable,03-05-2020,Illegal Trade,,Under Investigation,Horn,105.0
Bengal Tiger,Odisha,2022.0,4.0,Skin Trade,,19-10-2021,Poaching,10.0,Closed,Skin,136.0
Indian Rhino,Karnataka,2021.0,2.0,Traditional Medicine,Critically Endangered,24-07-2023,Poaching,6.0,Under Investigation,Horn,122.0
Indian Rhino,Karnataka,2021.0,19.0,Ivory Trade,Endangered,01-04-2022,Wildlife Trafficking,0.0,Closed,Horn,88.0
Pangolin,Assam,2021.0,18.0,Traditional Medicine,Critically Endangered,18-11-2023,Black Market Sale,2.0,Open,Scales,56.0
Bengal Tiger,,2023.0,15.0,Trophy Hunting,Critically Endangered,25-10-2021,Wildlife Trafficking,1.0,Under Investigation,Claws,127.0
Bengal Tiger,Assam,2022.0,14.0,Skin Trade,Critically Endangered,25-12-2020,Wildlife Trafficking,0.0,Closed,Claws,113.0
Bengal Tiger,Assam,2021.0,7.0,Trophy Hunting,,14-09-2021,Wildlife Trafficking,5.0,Under Investigation,Skin,137.0
Bengal Tiger,Rajasthan,2020.0,13.0,Ivory Trade,Critically Endangered,16-12-2022,Poaching,1.0,Open,Claws,72.0
Bengal Tiger,Rajasthan,2020.0,3.0,Skin Trade,Endangered,28-06-2023,Wildlife Trafficking,,Closed,Skin,115.0
Pangolin,Assam,2023.0,9.0,Ivory Trade,Vulnerable,07-07-2022,Wildlife Trafficking,10.0,Closed,Scales,120.0
Indian Elephant,Assam,2020.0,1.0,Ivory Trade,Vulnerable,19-03-2023,Illegal Trade,8.0,Open,Ivory,100.0
,Assam,2021.0,6.0,Bushmeat,Critically Endangered,,Illegal Trade,10.0,Closed,Scales,79.0
Bengal Tiger,Odisha,2020.0,15.0,Ivory Trade,,31-03-2023,Illegal Trade,0.0,Open,Claws,144.0
Indian Elephant,Rajasthan,,2.0,Skin Trade,Endangered,29-04-2020,Illegal Trade,8.0,Open,Skin,56.0
Indian Elephant,Assam,2020.0,18.0,Ivory Trade,Endangered,04-08-2021,Wildlife Trafficking,2.0,Under Investigation,Ivory,101.0
,Karnataka,2022.0,5.0,Ivory Trade,Vulnerable,,Illegal Trade,8.0,Open,Horn,62.0
Pangolin,Karnataka,2023.0,9.0,Traditional Medicine,Critically Endangered,08-04-2020,Poaching,10.0,Open,Scales,106.0
Indian Leopard,Odisha,,20.0,Ivory Trade,Critically Endangered,05-04-2023,Wildlife Trafficking,2.0,Open,Claws,79.0
Indian Leopard,Odisha,2022.0,3.0,Traditional Medicine,,28-05-2021,Illegal Trade,6.0,Under Investigation,Claws,111.0
,Madhya Pradesh,2022.0,1.0,Traditional Medicine,,25-10-2021,Wildlife Trafficking,10.0,Open,Scales,62.0
Indian Rhino,,2023.0,2.0,Skin Trade,Vulnerable,04-02-2021,Illegal Trade,7.0,Open,Horn,58.0
Indian Leopard,Madhya Pradesh,2022.0,9.0,Skin Trade,Critically Endangered,30-12-2020,Wildlife Trafficking,9.0,Closed,Claws,97.0
Indian Elephant,Odisha,2021.0,2.0,Skin Trade,,11-09-2023,Illegal Trade,6.0,Closed,Ivory,135.0
Pangolin,Odisha,2020.0,19.0,Skin Trade,,03-08-2021,Poaching,1.0,Open,Scales,53.0
Indian Leopard,Odisha,2023.0,4.0,Skin Trade,,12-09-2021,Illegal Trade,9.0,Open,Claws,140.0
,Karnataka,2022.0,16.0,Traditional Medicine,Vulnerable,07-04-2022,Wildlife Trafficking,1.0,Open,Skin,86.0
Indian Elephant,Odisha,2021.0,13.0,Traditional Medicine,Endangered,03-09-2020,Wildlife Trafficking,0.0,Open,Ivory,92.0
Bengal Tiger,Karnataka,2023.0,18.0,Ivory Trade,Endangered,09-03-2021,Poaching,0.0,Open,Teeth,145.0
Pangolin,Madhya Pradesh,2022.0,7.0,Skin Trade,Vulnerable,21-01-2023,Wildlife Trafficking,7.0,Open,Scales,101.0
Bengal Tiger,Madhya Pradesh,2023.0,3.0,Skin Trade,Vulnerable,15-07-2023,Poaching,9.0,Closed,Claws,127.0
Indian Rhino,Madhya Pradesh,2022.0,6.0,Skin Trade,Endangered,06-09-2021,Wildlife Trafficking,10.0,Open,Horn,89.0
Bengal Tiger,Assam,2023.0,2.0,Ivory Trade,Endangered,,Wildlife Trafficking,8.0,Closed,Claws,60.0
Bengal Tiger,Assam,2021.0,1.0,Skin Trade,Endangered,20-08-2022,Poaching,7.0,Under Investigation,Claws,89.0
Indian Leopard,,2021.0,8.0,Ivory Trade,Endangered,15-09-2021,Wildlife Trafficking,6.0,Under Investigation,Claws,147.0
Indian Elephant,Rajasthan,2020.0,12.0,Skin Trade,Critically Endangered,,Wildlife Trafficking,1.0,Open,Skin,118.0
Pangolin,Rajasthan,2023.0,8.0,Skin Trade,,05-05-2022,Poaching,7.0,Under Investigation,Scales,85.0
Bengal Tiger,Assam,2020.0,8.0,Skin Trade,,02-03-2020,Illegal Trade,7.0,Under Investigation,Claws,84.0
Pangolin,Assam,2023.0,8.0,Traditional Medicine,Vulnerable,26-10-2020,Poaching,9.0,Open,Scales,94.0
Bengal Tiger,Rajasthan,,17.0,Ivory Trade,Endangered,06-02-2021,Wildlife Trafficking,1.0,Open,Teeth,114.0
Indian Rhino,Rajasthan,2022.0,6.0,Skin Trade,Vulnerable,12-08-2022,Illegal Trade,6.0,Closed,Horn,79.0
Bengal Tiger,Odisha,2020.0,4.0,Skin Trade,Vulnerable,19-08-2023,Illegal Trade,6.0,Closed,Skin,79.0
Indian Leopard,Rajasthan,2023.0,2.0,Skin Trade,Endangered,09-09-2020,Illegal Trade,6.0,Closed,Skin,130.0
Indian Elephant,Odisha,2020.0,2.0,Skin Trade,Endangered,22-04-2021,Poaching,7.0,Open,Skin,132.0
Indian Rhino,Karnataka,2021.0,18.0,Traditional Medicine,Vulnerable,24-10-2023,Illegal Trade,0.0,Closed,Horn,72.0
Bengal Tiger,Assam,,20.0,Skin Trade,Vulnerable,,Illegal Trade,0.0,Open,Skin,87.0
Pangolin,Rajasthan,2020.0,14.0,Traditional Medicine,Vulnerable,18-08-2022,Illegal Trade,1.0,Open,Scales,102.0
Indian Rhino,Assam,2022.0,11.0,Ivory Trade,Critically Endangered,04-04-2023,Wildlife Trafficking,0.0,Open,Horn,90.0
,Assam,,20.0,Traditional Medicine,Endangered,23-07-2020,Poaching,0.0,Open,Ivory,135.0
Bengal Tiger,Assam,2023.0,19.0,Skin Trade,Critically Endangered,14-07-2023,Black Market Sale,1.0,Open,Teeth,133.0
Indian Rhino,Karnataka,2022.0,5.0,Bushmeat,Critically Endangered,07-03-2023,Wildlife Trafficking,6.0,Under Investigation,Horn,148.0
Pangolin,Madhya Pradesh,2020.0,10.0,Ivory Trade,Endangered,23-10-2023,Illegal Trade,0.0,Open,Scales,83.0
Indian Rhino,,2021.0,3.0,Ivory Trade,Endangered,07-05-2022,Black Market Sale,9.0,Closed,Horn,69.0
Pangolin,Madhya Pradesh,2020.0,11.0,Skin Trade,Critically Endangered,29-01-2022,Wildlife Trafficking,0.0,Closed,Scales,96.0
Bengal Tiger,Madhya Pradesh,2020.0,6.0,Ivory Trade,,21-12-2021,Illegal Trade,10.0,Open,Skin,113.0
Indian Elephant,Madhya Pradesh,2020.0,4.0,Traditional Medicine,Vulnerable,06-11-2022,Illegal Trade,10.0,Under Investigation,Ivory,77.0
Indian Rhino,Assam,2022.0,12.0,Skin Trade,Vulnerable,08-03-2020,Poaching,1.0,Open,Horn,59.0
Indian Elephant,Odisha,2023.0,1.0,Traditional Medicine,Critically Endangered,12-05-2020,Illegal Trade,10.0,Open,Ivory,135.0
Pangolin,,2021.0,19.0,Bushmeat,Critically Endangered,07-07-2022,Wildlife Trafficking,2.0,Open,Scales,148.0
Indian Rhino,Assam,2020.0,20.0,Bushmeat,Endangered,05-03-2021,Smuggling,0.0,Open,Horn,77.0
Indian Leopard,Madhya Pradesh,2023.0,1.0,Skin Trade,Endangered,03-11-2020,Illegal Trade,9.0,Under Investigation,Claws,86.0
Indian Elephant,Assam,2023.0,2.0,Skin Trade,Critically Endangered,11-10-2021,Poaching,5.0,Under Investigation,Skin,100.0
,Madhya Pradesh,2022.0,1.0,Ivory Trade,Critically Endangered,12-04-2023,Wildlife Trafficking,8.0,Closed,Skin,114.0
Indian Elephant,Odisha,,4.0,Skin Trade,Vulnerable,15-02-2021,Illegal Trade,,Open,Ivory,75.0
Indian Rhino,Rajasthan,2022.0,5.0,Skin Trade,Vulnerable,06-04-2020,Poaching,8.0,Open,Horn,121.0
Bengal Tiger,Madhya Pradesh,2023.0,4.0,Bushmeat,Endangered,23-03-2023,Poaching,10.0,Closed,Teeth,137.0
Indian Elephant,Odisha,2023.0,14.0,Ivory Trade,Vulnerable,19-06-2023,Wildlife Trafficking,1.0,Open,Ivory,144.0
Indian Leopard,Rajasthan,2023.0,3.0,Trophy Hunting,Endangered,20-08-2023,Wildlife Trafficking,6.0,Open,Skin,92.0
Indian Leopard,Karnataka,2022.0,16.0,Skin Trade,Endangered,01-08-2023,Poaching,0.0,Open,Skin,53.0
Pangolin,Madhya Pradesh,,7.0,Traditional Medicine,Endangered,,Poaching,5.0,Under Investigation,Scales,94.0
Indian Rhino,Madhya Pradesh,2020.0,7.0,Traditional Medicine,Vulnerable,26-11-2023,Poaching,8.0,Open,Horn,125.0
Indian Elephant,,2022.0,5.0,Bushmeat,Critically Endangered,15-10-2023,Illegal Trade,,,Ivory,62.0
Pangolin,Karnataka,2023.0,7.0,Traditional Medicine,Critically Endangered,19-12-2022,Wildlife Trafficking,7.0,Open,Scales,130.0
Indian Elephant,Madhya Pradesh,2022.0,4.0,Skin Trade,,20-07-2020,Poaching,6.0,Open,Skin,147.0
Indian Rhino,Karnataka,,2.0,Skin Trade,Critically Endangered,,Wildlife Trafficking,9.0,Open,Horn,72.0
Indian Leopard,Assam,2020.0,5.0,Skin Trade,Endangered,23-05-2022,Black Market Sale,8.0,Open,Skin,113.0
Bengal Tiger,Rajasthan,2020.0,1.0,Bushmeat,Critically Endangered,03-08-2021,Wildlife Trafficking,,Closed,Claws,77.0
Indian Leopard,Rajasthan,2021.0,5.0,Ivory Trade,,04-01-2021,Poaching,6.0,Under Investigation,Skin,92.0
Pangolin,Rajasthan,2023.0,8.0,Traditional Medicine,Critically Endangered,16-06-2021,Illegal Trade,5.0,Open,Scales,142.0
Bengal Tiger,Assam,2021.0,6.0,Trophy Hunting,Endangered,21-03-2023,Poaching,6.0,Open,Teeth,108.0
Pangolin,Karnataka,2021.0,4.0,Ivory Trade,Endangered,30-01-2023,Wildlife Trafficking,8.0,Closed,Scales,150.0
Indian Rhino,Odisha,2020.0,6.0,Ivory Trade,Vulnerable,,Poaching,10.0,Under Investigation,Horn,121.0
Bengal Tiger,Karnataka,2022.0,7.0,Traditional Medicine,Vulnerable,29-08-2021,Poaching,,Closed,Teeth,150.0
Pangolin,Madhya Pradesh,2022.0,1.0,Skin Trade,Vulnerable,22-05-2022,Wildlife Trafficking,7.0,Open,Scales,71.0
Indian Rhino,Rajasthan,2021.0,9.0,Traditional Medicine,Endangered,06-06-2023,Wildlife Trafficking,,Under Investigation,Horn,113.0
,Karnataka,2020.0,5.0,Traditional Medicine,Critically Endangered,22-02-2023,Poaching,7.0,Closed,Skin,133.0
Indian Rhino,Odisha,2023.0,3.0,Traditional Medicine,Critically Endangered,08-02-2022,Poaching,8.0,Closed,Horn,64.0
Indian Elephant,Madhya Pradesh,2022.0,14.0,Skin Trade,Vulnerable,13-04-2022,Poaching,,Under Investigation,Ivory,58.0
Indian Rhino,Assam,2021.0,4.0,Skin Trade,Critically Endangered,25-09-2022,Poaching,5.0,Closed,Horn,58.0
Indian Rhino,,,14.0,Ivory Trade,Critically Endangered,26-07-2022,Illegal Trade,1.0,Open,Horn,144.0
Indian Elephant,,2022.0,20.0,Trophy Hunting,Vulnerable,23-08-2020,Poaching,,Closed,Skin,134.0
Pangolin,Madhya Pradesh,2023.0,10.0,Ivory Trade,,10-06-2020,Illegal Trade,0.0,Open,Scales,64.0
Pangolin,Rajasthan,2020.0,9.0,Traditional Medicine,Endangered,07-07-2021,Wildlife Trafficking,6.0,Closed,Scales,110.0
Indian Rhino,Karnataka,2023.0,5.0,Traditional Medicine,Endangered,26-02-2022,Illegal Trade,10.0,Open,Horn,91.0
Indian Elephant,Madhya Pradesh,2020.0,12.0,Traditional Medicine,Endangered,08-10-2023,Wildlife Trafficking,,Under Investigation,Skin,65.0
Indian Elephant,Assam,2022.0,14.0,Skin Trade,Endangered,27-12-2022,Illegal Trade,2.0,Open,Ivory,116.0
Indian Leopard,,2021.0,2.0,Traditional Medicine,Critically Endangered,11-04-2023,Wildlife Trafficking,8.0,Closed,Claws,62.0
Pangolin,Odisha,2023.0,2.0,Traditional Medicine,Critically Endangered,12-07-2021,Poaching,10.0,Open,Scales,73.0
Bengal Tiger,Karnataka,2020.0,20.0,Traditional Medicine,Endangered,17-09-2020,Black Market Sale,1.0,Open,Skin,108.0
Pangolin,Odisha,2022.0,1.0,Ivory Trade,Endangered,04-08-2020,Illegal Trade,9.0,Under Investigation,Scales,129.0
Pangolin,Odisha,2020.0,7.0,Skin Trade,Vulnerable,21-02-2023,Wildlife Trafficking,8.0,Closed,Scales,121.0
Indian Leopard,Madhya Pradesh,2020.0,20.0,Ivory Trade,Critically Endangered,15-03-2022,Wildlife Trafficking,,Under Investigation,Skin,83.0
Bengal Tiger,Rajasthan,2020.0,6.0,Skin Trade,Critically Endangered,31-03-2023,Illegal Trade,5.0,Open,Skin,83.0
Indian Leopard,Karnataka,2022.0,9.0,Skin Trade,Endangered,19-07-2020,Wildlife Trafficking,10.0,Open,Claws,94.0
Bengal Tiger,Madhya Pradesh,2021.0,8.0,Ivory Trade,Critically Endangered,,Poaching,,Closed,Skin,53.0
Indian Rhino,Rajasthan,2021.0,4.0,Skin Trade,Vulnerable,,Illegal Trade,8.0,Under Investigation,Horn,117.0
Bengal Tiger,Madhya Pradesh,2021.0,10.0,Traditional Medicine,,24-07-2020,Poaching,0.0,Open,Claws,126.0
Indian Leopard,Madhya Pradesh,2020.0,17.0,Trophy Hunting,Critically Endangered,29-11-2022,Illegal Trade,0.0,Open,Skin,83.0
Pangolin,Odisha,2022.0,4.0,Traditional Medicine,Endangered,20-07-2023,Poaching,10.0,Open,Scales,134.0
Bengal Tiger,Rajasthan,2020.0,8.0,Skin Trade,Critically Endangered,16-05-2022,Illegal Trade,7.0,Open,Teeth,90.0
Bengal Tiger,Karnataka,2021.0,13.0,Bushmeat,Vulnerable,02-04-2020,Wildlife Trafficking,0.0,Open,Teeth,134.0
Indian Elephant,Karnataka,2021.0,7.0,Trophy Hunting,Endangered,,Illegal Trade,10.0,Open,Skin,63.0
,Rajasthan,2022.0,1.0,Ivory Trade,Critically Endangered,13-01-2021,Poaching,6.0,Under Investigation,Skin,58.0
Indian Rhino,Odisha,2020.0,17.0,Traditional Medicine,Endangered,04-02-2023,Illegal Trade,2.0,Open,Horn,119.0
Indian Leopard,Assam,2023.0,4.0,Skin Trade,Endangered,13-09-2023,Poaching,,Open,Skin,63.0
Indian Rhino,Madhya Pradesh,2023.0,16.0,Skin Trade,Vulnerable,05-03-2020,Poaching,0.0,Open,Horn,72.0
,Odisha,2021.0,6.0,Traditional Medicine,Endangered,30-12-2020,Poaching,5.0,Open,Scales,50.0
Bengal Tiger,Rajasthan,2022.0,1.0,Skin Trade,,31-03-2022,Wildlife Trafficking,8.0,Closed,Skin,146.0
Bengal Tiger,Madhya Pradesh,2020.0,9.0,Ivory Trade,Endangered,13-11-2022,Illegal Trade,9.0,Open,Skin,119.0
Pangolin,,,17.0,Skin Trade,Endangered,23-06-2021,Poaching,0.0,Open,Scales,79.0
Bengal Tiger,Assam,2021.0,16.0,Traditional Medicine,Critically Endangered,21-12-2022,Wildlife Trafficking,0.0,Open,Teeth,144.0
Bengal Tiger,,2021.0,7.0,Traditional Medicine,Vulnerable,05-05-2021,Poaching,7.0,Closed,Skin,142.0
Bengal Tiger,Rajasthan,2020.0,14.0,Traditional Medicine,Vulnerable,20-07-2023,Illegal Trade,0.0,Open,Teeth,110.0
Indian Leopard,Madhya Pradesh,,3.0,Ivory Trade,Critically Endangered,16-08-2020,Black Market Sale,8.0,Open,Skin,147.0
Indian Leopard,Rajasthan,,4.0,Ivory Trade,Critically Endangered,09-11-2022,Poaching,8.0,Under Investigation,Claws,137.0
Indian Elephant,Madhya Pradesh,2020.0,7.0,Ivory Trade,Vulnerable,03-01-2020,Poaching,6.0,Under Investigation,Skin,143.0
Indian Rhino,Odisha,2023.0,3.0,Ivory Trade,Endangered,15-12-2023,Poaching,6.0,Open,Horn,141.0
Pangolin,Assam,2021.0,5.0,Ivory Trade,Critically Endangered,29-06-2022,Illegal Trade,10.0,Open,Scales,75.0
Pangolin,Odisha,,6.0,Ivory Trade,Endangered,02-11-2020,Wildlife Trafficking,6.0,Under Investigation,Scales,81.0
Pangolin,Odisha,2021.0,1.0,Ivory Trade,Critically Endangered,,Wildlife Trafficking,9.0,Under Investigation,Scales,138.0
Indian Elephant,Rajasthan,2022.0,7.0,Traditional Medicine,Vulnerable,15-05-2020,Black Market Sale,8.0,Open,Ivory,81.0
Indian Leopard,Assam,2021.0,20.0,Ivory Trade,Endangered,29-05-2021,Poaching,2.0,Open,Skin,137.0
,Madhya Pradesh,2021.0,9.0,Bushmeat,Endangered,11-07-2020,Wildlife Trafficking,7.0,Open,Ivory,109.0
Pangolin,Madhya Pradesh,,7.0,Traditional Medicine,Critically Endangered,09-12-2023,Poaching,8.0,Open,Scales,82.0
Indian Rhino,Karnataka,2023.0,6.0,Traditional Medicine,Endangered,22-05-2022,Illegal Trade,7.0,Closed,Horn,95.0
Bengal Tiger,Madhya Pradesh,2020.0,19.0,Traditional Medicine,Critically Endangered,15-02-2023,Wildlife Trafficking,,Open,Claws,52.0
Indian Leopard,Rajasthan,2022.0,9.0,Skin Trade,,27-10-2021,Poaching,5.0,Under Investigation,Claws,119.0
,Odisha,2021.0,2.0,Ivory Trade,Endangered,27-07-2020,Wildlife Trafficking,10.0,Open,Scales,87.0
Indian Elephant,Odisha,2020.0,6.0,Skin Trade,Critically Endangered,,Wildlife Trafficking,9.0,Under Investigation,Ivory,103.0
Indian Leopard,Odisha,,2.0,Traditional Medicine,Endangered,23-11-2022,Illegal Trade,9.0,Under Investigation,Claws,98.0
Pangolin,Assam,,8.0,Skin Trade,Critically Endangered,10-10-2021,Wildlife Trafficking,9.0,Closed,Scales,57.0
Pangolin,,,8.0,Skin Trade,Critically Endangered,03-09-2023,Illegal Trade,7.0,Closed,Scales,71.0
Indian Elephant,Rajasthan,2022.0,9.0,Skin Trade,Critically Endangered,29-04-2020,Smuggling,8.0,Open,Skin,95.0
Pangolin,Assam,,20.0,Ivory Trade,Vulnerable,18-09-2021,Wildlife Trafficking,2.0,Open,Scales,54.0
Indian Rhino,Karnataka,2023.0,1.0,Traditional Medicine,Endangered,08-06-2021,Wildlife Trafficking,7.0,Closed,Horn,98.0
Indian Elephant,Rajasthan,2022.0,7.0,Traditional Medicine,Vulnerable,07-02-2022,Wildlife Trafficking,10.0,Closed,Skin,95.0
Indian Rhino,Rajasthan,2023.0,3.0,Ivory Trade,Critically Endangered,17-01-2023,Wildlife Trafficking,8.0,Closed,Horn,79.0
,Rajasthan,2021.0,4.0,Skin Trade,Critically Endangered,26-05-2021,Wildlife Trafficking,5.0,Closed,Scales,107.0
Indian Rhino,Odisha,,12.0,Skin Trade,Vulnerable,16-02-2020,Illegal Trade,0.0,Open,Horn,96.0
Bengal Tiger,,2021.0,18.0,Skin Trade,Vulnerable,10-02-2022,Illegal Trade,0.0,Under Investigation,Teeth,65.0
Bengal Tiger,Madhya Pradesh,,8.0,Trophy Hunting,Endangered,09-01-2022,Poaching,7.0,Closed,Claws,136.0
Indian Rhino,Rajasthan,2020.0,11.0,Traditional Medicine,Critically Endangered,05-06-2021,Wildlife Trafficking,1.0,Open,Horn,106.0
,Odisha,2022.0,8.0,Ivory Trade,Vulnerable,31-07-2023,Illegal Trade,10.0,Closed,Horn,132.0
Pangolin,Rajasthan,2020.0,6.0,Traditional Medicine,Critically Endangered,01-11-2023,Wildlife Trafficking,8.0,Under Investigation,Scales,103.0
Pangolin,Karnataka,2021.0,6.0,Ivory Trade,Critically Endangered,13-05-2020,Wildlife Trafficking,5.0,Under Investigation,Scales,52.0
Bengal Tiger,Karnataka,2021.0,2.0,Trophy Hunting,Endangered,04-09-2020,Illegal Trade,8.0,Closed,Skin,91.0
Bengal Tiger,Odisha,2022.0,7.0,Traditional Medicine,Endangered,03-09-2023,Wildlife Trafficking,5.0,Open,Claws,79.0
Indian Elephant,Madhya Pradesh,2020.0,7.0,Traditional Medicine,Endangered,11-03-2021,Illegal Trade,,Closed,Skin,57.0
,Madhya Pradesh,2021.0,11.0,Ivory Trade,Vulnerable,14-04-2023,Illegal Trade,2.0,Open,Skin,106.0
Indian Rhino,Assam,2023.0,13.0,Ivory Trade,Critically Endangered,16-11-2021,Poaching,0.0,Closed,Horn,115.0
Bengal Tiger,,,11.0,Ivory Trade,Vulnerable,08-08-2021,Poaching,1.0,Open,Claws,111.0
Pangolin,Rajasthan,2021.0,1.0,Ivory Trade,Vulnerable,16-12-2020,Wildlife Trafficking,6.0,Under Investigation,Scales,101.0
Indian Elephant,Odisha,2022.0,19.0,Traditional Medicine,Endangered,22-05-2020,Poaching,,Closed,Ivory,137.0
Indian Rhino,Assam,2023.0,9.0,Skin Trade,Critically Endangered,24-08-2022,Wildlife Trafficking,7.0,Open,Horn,70.0
Indian Elephant,Odisha,2021.0,5.0,Skin Trade,Critically Endangered,14-03-2022,Wildlife Trafficking,8.0,Open,Ivory,104.0
Indian Rhino,Odisha,2021.0,3.0,Traditional Medicine,Endangered,22-11-2023,Smuggling,,Closed,Horn,78.0
Indian Rhino,Assam,2023.0,6.0,Trophy Hunting,Critically Endangered,18-12-2021,Illegal Trade,6.0,Closed,Horn,140.0
Bengal Tiger,,2020.0,8.0,Skin Trade,Endangered,04-10-2021,Illegal Trade,9.0,Under Investigation,Teeth,85.0
Indian Elephant,Rajasthan,2020.0,7.0,Skin Trade,Vulnerable,24-10-2023,Illegal Trade,8.0,Closed,Ivory,56.0
Indian Elephant,Assam,2021.0,1.0,Bushmeat,Vulnerable,,Illegal Trade,9.0,Open,Skin,136.0
Pangolin,Karnataka,2021.0,17.0,Ivory Trade,Endangered,04-01-2021,Wildlife Trafficking,2.0,Open,Scales,137.0
Pangolin,Madhya Pradesh,2020.0,5.0,Skin Trade,Vulnerable,06-11-2023,Illegal Trade,5.0,Under Investigation,Scales,116.0
Bengal Tiger,Karnataka,2022.0,8.0,Traditional Medicine,Vulnerable,14-01-2023,Illegal Trade,9.0,Open,Skin,110.0
Bengal Tiger,Madhya Pradesh,2023.0,1.0,Skin Trade,Endangered,25-02-2022,Poaching,6.0,Closed,Skin,111.0
Indian Leopard,Rajasthan,2023.0,3.0,Skin Trade,Vulnerable,08-01-2022,Illegal Trade,5.0,Open,Skin,129.0
